CustomerID,BirthDate,Date Collected,Age,Gender,MonthySpend,
21960,1967-02-18,1998-01-01,30,F,96,
21961,1967-04-20,1998-01-01,30,F,101,
16420,1963-11-19,1998-01-01,34,M,91,
21962,1967-05-01,1998-01-01,30,F,97,
16422,1963-03-27,1998-01-01,34,M,91,
16423,1933-05-23,1998-01-01,64,M,53,
21963,1967-08-23,1998-01-01,30,F,107,
21978,1967-03-08,1998-01-01,30,F,89,
16426,1966-07-11,1998-01-01,31,M,79,
22260,1967-08-15,1998-01-01,30,F,66,
16428,1963-03-28,1998-01-01,34,M,98,
22469,1967-11-01,1998-01-01,30,F,55,
16431,1965-09-03,1998-01-01,32,M,90,
16432,1964-08-08,1998-01-01,33,M,94,
16433,1964-05-27,1998-01-01,33,M,94,
22470,1967-11-05,1998-01-01,30,F,59,
16435,1964-07-09,1998-01-01,33,M,84,
16436,1963-08-15,1998-01-01,34,M,99,
16437,1977-10-24,1998-01-01,20,M,60,
16439,1979-10-26,1998-01-01,18,F,65,
16440,1979-12-04,1998-01-01,18,M,93,
16441,1979-03-12,1998-01-01,18,M,118,
16442,1979-08-27,1998-01-01,18,M,96,
16443,1979-03-08,1998-01-01,18,F,61,
22472,1967-10-06,1998-01-01,30,F,52,
22638,1967-10-19,1998-01-01,30,F,56,
22641,1967-03-24,1998-01-01,30,F,51,
22643,1967-11-13,1998-01-01,30,F,45,
16449,1978-02-14,1998-01-01,19,M,104,
16450,1977-08-15,1998-01-01,20,F,79,
16451,1977-09-05,1998-01-01,20,M,64,
16452,1977-11-21,1998-01-01,20,F,44,
16453,1977-04-09,1998-01-01,20,F,44,
16454,1977-06-05,1998-01-01,20,M,67,
16455,1911-08-13,1998-01-01,86,F,22,
16456,1975-07-13,1998-01-01,22,M,59,
16457,1976-02-19,1998-01-01,21,F,35,
16458,1976-12-19,1998-01-01,21,F,45,
16460,1976-11-17,1998-01-01,21,F,48,
16461,1976-02-06,1998-01-01,21,F,42,
16462,1975-04-17,1998-01-01,22,F,38,
16463,1975-10-22,1998-01-01,22,F,45,
16464,1974-05-18,1998-01-01,23,M,68,
16465,1974-11-01,1998-01-01,23,F,36,
16466,1974-06-15,1998-01-01,23,F,40,
16467,1974-09-08,1998-01-01,23,M,60,
16468,1975-11-18,1998-01-01,22,M,64,
16469,1975-11-19,1998-01-01,22,F,47,
16470,1975-11-09,1998-01-01,22,M,89,
16471,1913-08-17,1998-01-01,84,F,25,
16472,1974-03-14,1998-01-01,23,F,39,
16473,1973-03-03,1998-01-01,24,F,44,
16474,1973-04-21,1998-01-01,24,M,61,
16476,1973-12-11,1998-01-01,24,M,67,
16477,1977-05-04,1998-01-01,20,F,43,
16478,1977-01-21,1998-01-01,20,M,71,
16479,1976-05-09,1998-01-01,21,F,49,
16481,1949-06-17,1998-01-01,48,F,47,
16482,1950-05-15,1998-01-01,47,F,51,
16483,1950-10-17,1998-01-01,47,M,72,
16484,1950-02-07,1998-01-01,47,M,66,
16485,1980-04-23,1998-01-01,17,M,63,
16486,1951-05-16,1998-01-01,46,F,40,
16487,1951-05-17,1998-01-01,46,F,43,
16488,1951-04-28,1998-01-01,46,M,63,
16490,1980-05-17,1998-01-01,17,F,47,
16492,1952-03-24,1998-01-01,45,M,74,
22645,1967-02-08,1998-01-01,30,F,50,
22647,1967-11-27,1998-01-01,30,F,47,
22648,1967-10-03,1998-01-01,30,F,48,
16497,1975-07-07,1998-01-01,22,F,37,
16498,1975-11-09,1998-01-01,22,M,67,
16499,1975-10-17,1998-01-01,22,F,46,
16500,1975-02-20,1998-01-01,22,F,42,
16501,1975-07-27,1998-01-01,22,F,41,
16502,1975-02-13,1998-01-01,22,M,68,
16503,1975-03-02,1998-01-01,22,M,77,
16504,1974-08-05,1998-01-01,23,M,67,
16505,1974-08-07,1998-01-01,23,F,39,
16506,1973-12-13,1998-01-01,24,F,51,
16507,1939-11-19,1998-01-01,58,F,41,
16508,1939-08-14,1998-01-01,58,M,57,
16509,1941-05-02,1998-01-01,56,F,39,
16511,1942-06-20,1998-01-01,55,M,69,
16512,1942-04-07,1998-01-01,55,M,64,
16513,1943-05-14,1998-01-01,54,M,51,
16515,1980-02-04,1998-01-01,17,M,55,
16516,1980-07-27,1998-01-01,17,M,63,
16517,1976-03-19,1998-01-01,21,F,51,
16518,1976-06-19,1998-01-01,21,F,41,
16519,1976-08-14,1998-01-01,21,F,46,
16520,1976-10-23,1998-01-01,21,F,43,
16521,1979-08-11,1998-01-01,18,F,47,
16522,1979-07-05,1998-01-01,18,F,53,
16523,1979-01-11,1998-01-01,18,F,46,
16524,1979-07-24,1998-01-01,18,M,66,
16525,1978-05-25,1998-01-01,19,F,45,
16526,1978-10-25,1998-01-01,19,M,62,
16527,1978-06-20,1998-01-01,19,M,61,
16528,1978-08-25,1998-01-01,19,F,40,
16529,1977-07-28,1998-01-01,20,M,71,
16530,1943-10-18,1998-01-01,54,F,47,
16531,1943-06-25,1998-01-01,54,F,42,
16532,1961-06-24,1998-01-01,36,M,65,
22884,1967-11-23,1998-01-01,30,F,47,
22886,1967-09-08,1998-01-01,30,F,51,
16535,1960-05-12,1998-01-01,37,M,73,
22914,1967-02-09,1998-01-01,30,F,95,
16537,1960-10-13,1998-01-01,37,M,72,
22915,1967-02-08,1998-01-01,30,F,98,
22916,1967-05-21,1998-01-01,30,F,104,
16540,1960-09-15,1998-01-01,37,M,76,
16541,1960-12-28,1998-01-01,37,M,74,
16542,1960-06-09,1998-01-01,37,M,75,
22929,1967-10-28,1998-01-01,30,F,54,
23000,1967-06-12,1998-01-01,30,F,65,
16546,1959-08-28,1998-01-01,38,M,69,
16547,1958-02-15,1998-01-01,39,M,63,
16548,1960-07-14,1998-01-01,37,M,79,
23177,1967-06-08,1998-01-01,30,F,58,
16550,1959-02-22,1998-01-01,38,M,72,
23391,1967-06-24,1998-01-01,30,F,52,
16552,1959-07-10,1998-01-01,38,M,77,
23392,1967-04-21,1998-01-01,30,F,52,
23393,1967-04-21,1998-01-01,30,F,50,
16555,1970-06-21,1998-01-01,27,M,80,
23394,1967-12-22,1998-01-01,30,F,56,
16557,1970-04-17,1998-01-01,27,M,59,
16558,1970-04-17,1998-01-01,27,M,61,
16560,1970-10-14,1998-01-01,27,M,73,
16561,1970-12-06,1998-01-01,27,M,78,
23418,1967-02-14,1998-01-01,30,F,69,
16565,1969-04-08,1998-01-01,28,M,80,
23419,1967-05-05,1998-01-01,30,F,92,
16567,1969-09-10,1998-01-01,28,M,68,
16568,1922-02-13,1998-01-01,75,F,41,
23424,1967-04-24,1998-01-01,30,F,97,
23589,1967-04-06,1998-01-01,30,F,50,
16571,1951-09-09,1998-01-01,46,F,41,
16573,1968-02-10,1998-01-01,29,M,67,
16575,1944-09-03,1998-01-01,53,F,89,
16576,1946-10-12,1998-01-01,51,M,76,
16577,1946-04-03,1998-01-01,51,F,43,
16578,1946-12-05,1998-01-01,51,F,79,
16579,1953-06-20,1998-01-01,44,M,123,
23862,1967-12-16,1998-01-01,30,F,91,
16583,1954-05-05,1998-01-01,43,M,143,
16587,1953-09-11,1998-01-01,44,M,167,
16588,1953-04-03,1998-01-01,44,M,169,
16589,1953-04-10,1998-01-01,44,M,167,
16590,1953-09-02,1998-01-01,44,M,168,
16591,1953-10-27,1998-01-01,44,M,154,
23864,1967-06-16,1998-01-01,30,F,50,
23874,1967-04-14,1998-01-01,30,F,50,
16594,1952-03-04,1998-01-01,45,M,168,
16595,1952-07-19,1998-01-01,45,M,168,
16596,1951-03-28,1998-01-01,46,F,57,
16597,1951-03-15,1998-01-01,46,F,79,
16598,1951-11-03,1998-01-01,46,F,97,
16599,1950-05-17,1998-01-01,47,M,166,
16600,1948-05-16,1998-01-01,49,F,56,
16601,1948-02-09,1998-01-01,49,F,91,
16602,1948-09-19,1998-01-01,49,F,106,
16603,1947-11-19,1998-01-01,50,F,99,
16604,1947-01-04,1998-01-01,50,M,160,
16605,1975-11-10,1998-01-01,22,F,57,
16606,1976-11-09,1998-01-01,21,M,68,
16607,1975-08-27,1998-01-01,22,M,82,
16608,1975-12-13,1998-01-01,22,M,74,
16609,1974-08-13,1998-01-01,23,M,69,
16610,1974-06-23,1998-01-01,23,F,49,
16611,1975-01-16,1998-01-01,22,M,78,
16612,1975-08-22,1998-01-01,22,F,53,
16613,1974-04-08,1998-01-01,23,F,55,
16614,1973-09-22,1998-01-01,24,F,55,
16615,1973-02-08,1998-01-01,24,F,52,
16616,1974-06-06,1998-01-01,23,M,79,
16617,1974-02-06,1998-01-01,23,M,159,
16619,1974-05-05,1998-01-01,23,F,107,
16620,1973-05-16,1998-01-01,24,M,83,
16621,1973-03-16,1998-01-01,24,F,99,
16622,1973-05-15,1998-01-01,24,M,144,
16623,1973-09-04,1998-01-01,24,M,158,
16624,1972-07-27,1998-01-01,25,M,79,
16625,1972-05-22,1998-01-01,25,M,161,
16626,1972-07-18,1998-01-01,25,M,150,
23897,1967-03-12,1998-01-01,30,F,56,
16628,1971-04-19,1998-01-01,26,M,73,
23898,1967-02-06,1998-01-01,30,F,61,
16630,1972-07-11,1998-01-01,25,M,169,
23904,1967-09-21,1998-01-01,30,F,46,
16632,1971-05-17,1998-01-01,26,M,149,
24056,1967-06-12,1998-01-01,30,F,45,
24059,1967-04-22,1998-01-01,30,F,47,
16635,1970-02-14,1998-01-01,27,M,161,
16637,1971-08-19,1998-01-01,26,M,165,
16638,1971-08-11,1998-01-01,26,M,166,
24060,1967-02-02,1998-01-01,30,F,52,
16640,1971-06-03,1998-01-01,26,M,171,
16641,1941-05-17,1998-01-01,56,F,48,
16642,1941-11-07,1998-01-01,56,M,114,
16643,1941-07-19,1998-01-01,56,M,101,
16644,1941-12-23,1998-01-01,56,M,122,
16645,1942-10-18,1998-01-01,55,F,52,
16646,1942-10-25,1998-01-01,55,M,124,
16647,1942-10-18,1998-01-01,55,F,92,
16648,1942-06-26,1998-01-01,55,F,80,
16649,1943-02-07,1998-01-01,54,F,90,
16650,1943-09-03,1998-01-01,54,F,91,
16651,1943-09-26,1998-01-01,54,F,88,
16652,1973-08-06,1998-01-01,24,F,54,
16653,1973-04-16,1998-01-01,24,F,54,
16654,1973-03-18,1998-01-01,24,F,52,
16655,1976-03-26,1998-01-01,21,F,53,
16656,1955-05-10,1998-01-01,42,M,83,
24066,1967-07-19,1998-01-01,30,F,50,
24067,1967-06-20,1998-01-01,30,F,40,
16660,1956-06-03,1998-01-01,41,M,78,
16661,1956-04-15,1998-01-01,41,M,78,
24345,1967-06-22,1998-01-01,30,F,51,
24346,1967-09-05,1998-01-01,30,F,52,
24347,1967-12-19,1998-01-01,30,F,49,
24349,1967-07-04,1998-01-01,30,F,49,
16666,1973-04-09,1998-01-01,24,F,50,
16667,1974-11-05,1998-01-01,23,F,45,
16668,1974-07-18,1998-01-01,23,M,71,
16669,1974-03-24,1998-01-01,23,M,74,
16672,1974-06-28,1998-01-01,23,F,47,
16673,1974-05-08,1998-01-01,23,M,75,
16674,1959-11-13,1998-01-01,38,M,102,
24369,1967-06-25,1998-01-01,30,F,101,
24528,1967-11-13,1998-01-01,30,F,59,
16677,1966-08-14,1998-01-01,31,M,112,
16680,1963-03-16,1998-01-01,34,M,78,
16681,1967-03-15,1998-01-01,30,M,150,
24529,1967-07-15,1998-01-01,30,F,52,
24805,1967-11-18,1998-01-01,30,F,83,
16684,1962-11-18,1998-01-01,35,M,83,
24810,1967-02-16,1998-01-01,30,F,62,
16687,1961-04-11,1998-01-01,36,M,70,
24811,1967-07-12,1998-01-01,30,F,62,
25093,1967-06-27,1998-01-01,30,F,49,
16692,1960-04-17,1998-01-01,37,M,84,
16693,1960-07-23,1998-01-01,37,M,81,
25096,1967-04-23,1998-01-01,30,F,42,
25122,1967-03-16,1998-01-01,30,F,100,
16697,1965-05-03,1998-01-01,32,M,148,
25123,1967-03-04,1998-01-01,30,F,104,
16699,1959-08-28,1998-01-01,38,M,81,
16700,1963-06-21,1998-01-01,34,M,78,
25218,1967-08-19,1998-01-01,30,F,74,
25219,1967-03-20,1998-01-01,30,F,100,
25411,1967-02-25,1998-01-01,30,F,49,
25417,1967-05-27,1998-01-01,30,F,60,
25418,1967-10-15,1998-01-01,30,F,65,
25420,1967-12-27,1998-01-01,30,F,73,
16707,1958-04-07,1998-01-01,39,M,83,
25452,1967-10-05,1998-01-01,30,F,59,
16709,1936-06-16,1998-01-01,61,M,65,
26003,1967-11-25,1998-01-01,30,F,51,
16711,1960-02-02,1998-01-01,37,M,142,
26026,1967-05-14,1998-01-01,30,F,88,
16713,1953-11-06,1998-01-01,44,M,81,
16714,1976-08-10,1998-01-01,21,M,65,
16715,1976-09-21,1998-01-01,21,F,42,
16716,1976-02-03,1998-01-01,21,M,64,
16717,1975-04-11,1998-01-01,22,F,47,
16718,1975-07-26,1998-01-01,22,M,65,
16719,1975-01-11,1998-01-01,22,M,63,
16720,1980-11-17,1998-01-01,17,F,42,
16721,1980-09-03,1998-01-01,17,M,70,
16722,1980-06-27,1998-01-01,17,M,65,
16723,1980-09-14,1998-01-01,17,F,50,
16725,1980-06-21,1998-01-01,17,M,67,
16726,1979-05-26,1998-01-01,18,M,70,
16727,1980-11-17,1998-01-01,17,M,65,
16728,1980-01-21,1998-01-01,17,M,73,
16730,1937-10-01,1998-01-01,60,F,39,
16731,1979-02-09,1998-01-01,18,F,36,
16732,1978-06-25,1998-01-01,19,F,47,
16733,1938-09-06,1998-01-01,59,M,70,
16734,1938-03-23,1998-01-01,59,F,40,
16735,1977-06-06,1998-01-01,20,F,41,
16736,1977-09-20,1998-01-01,20,F,42,
16737,1979-05-02,1998-01-01,18,F,45,
16738,1939-09-03,1998-01-01,58,M,56,
16739,1939-06-27,1998-01-01,58,M,67,
16740,1940-10-26,1998-01-01,57,M,71,
16741,1940-09-07,1998-01-01,57,M,65,
16743,1942-05-20,1998-01-01,55,F,48,
26134,1967-05-05,1998-01-01,30,F,88,
16745,1942-11-24,1998-01-01,55,F,50,
16746,1976-11-05,1998-01-01,21,F,40,
16747,1975-06-14,1998-01-01,22,M,62,
16748,1975-06-01,1998-01-01,22,M,62,
16749,1974-05-10,1998-01-01,23,M,70,
16750,1974-05-11,1998-01-01,23,M,70,
16751,1973-12-13,1998-01-01,24,M,79,
16752,1973-02-27,1998-01-01,24,M,72,
26135,1967-02-21,1998-01-01,30,F,85,
26136,1967-06-27,1998-01-01,30,F,83,
16756,1968-09-18,1998-01-01,29,M,83,
26203,1967-09-19,1998-01-01,30,F,53,
16758,1967-11-18,1998-01-01,30,M,108,
26329,1967-05-21,1998-01-01,30,F,63,
26331,1967-09-04,1998-01-01,30,F,63,
16761,1972-12-12,1998-01-01,25,M,105,
16762,1972-07-26,1998-01-01,25,M,74,
16763,1973-11-04,1998-01-01,24,M,84,
16764,1973-05-23,1998-01-01,24,M,72,
16765,1973-07-07,1998-01-01,24,M,73,
16766,1973-08-04,1998-01-01,24,F,54,
16767,1973-04-05,1998-01-01,24,M,75,
16768,1973-07-10,1998-01-01,24,M,75,
16769,1971-10-24,1998-01-01,26,M,81,
16770,1971-09-22,1998-01-01,26,M,96,
16771,1972-12-24,1998-01-01,25,M,95,
26536,1967-10-05,1998-01-01,30,F,51,
16773,1972-11-06,1998-01-01,25,M,82,
16774,1972-02-11,1998-01-01,25,M,73,
26620,1967-05-21,1998-01-01,30,F,40,
16776,1970-03-22,1998-01-01,27,M,89,
16777,1944-09-04,1998-01-01,53,M,83,
16778,1944-09-03,1998-01-01,53,M,71,
16779,1944-10-27,1998-01-01,53,F,51,
16780,1945-09-24,1998-01-01,52,M,76,
16781,1945-06-18,1998-01-01,52,M,81,
16782,1946-02-21,1998-01-01,51,M,79,
16783,1946-12-07,1998-01-01,51,F,50,
16784,1946-02-10,1998-01-01,51,F,52,
16785,1946-08-12,1998-01-01,51,M,93,
16786,1946-09-24,1998-01-01,51,M,93,
16787,1946-04-26,1998-01-01,51,F,50,
16788,1947-04-14,1998-01-01,50,M,80,
16790,1947-02-10,1998-01-01,50,M,77,
16791,1947-05-07,1998-01-01,50,M,76,
16792,1947-06-10,1998-01-01,50,F,52,
16793,1947-05-07,1998-01-01,50,F,61,
16794,1947-04-20,1998-01-01,50,F,56,
16795,1947-05-04,1998-01-01,50,F,59,
16796,1948-06-05,1998-01-01,49,F,49,
16797,1948-11-18,1998-01-01,49,M,89,
16798,1948-05-04,1998-01-01,49,F,62,
16799,1948-10-07,1998-01-01,49,F,59,
16801,1949-01-22,1998-01-01,48,F,55,
16802,1949-07-12,1998-01-01,48,M,85,
16804,1950-12-20,1998-01-01,47,M,89,
16806,1950-08-04,1998-01-01,47,M,94,
16807,1950-10-05,1998-01-01,47,F,57,
16808,1950-10-04,1998-01-01,47,F,67,
16809,1950-06-24,1998-01-01,47,F,65,
16810,1951-09-01,1998-01-01,46,M,91,
16811,1951-04-19,1998-01-01,46,M,90,
16812,1951-09-13,1998-01-01,46,F,57,
16813,1951-04-14,1998-01-01,46,M,91,
16814,1951-08-12,1998-01-01,46,F,57,
16815,1951-05-10,1998-01-01,46,M,109,
16816,1951-03-11,1998-01-01,46,F,69,
16818,1951-02-03,1998-01-01,46,F,70,
16819,1952-07-03,1998-01-01,45,M,111,
26621,1967-05-22,1998-01-01,30,F,41,
16822,1958-11-28,1998-01-01,39,M,140,
26622,1967-09-05,1998-01-01,30,F,44,
16824,1957-05-17,1998-01-01,40,M,150,
26623,1967-02-11,1998-01-01,30,F,42,
16826,1957-11-12,1998-01-01,40,M,152,
16828,1956-02-10,1998-01-01,41,M,155,
16829,1956-04-27,1998-01-01,41,M,150,
26624,1967-05-06,1998-01-01,30,F,41,
16831,1955-05-12,1998-01-01,42,M,155,
16832,1932-06-12,1998-01-01,65,M,68,
16833,1932-08-24,1998-01-01,65,M,69,
16834,1933-07-21,1998-01-01,64,F,40,
16835,1933-10-14,1998-01-01,64,M,69,
16836,1965-11-22,1998-01-01,32,M,144,
26625,1967-12-19,1998-01-01,30,F,49,
26663,1967-06-24,1998-01-01,30,F,70,
16841,1964-11-16,1998-01-01,33,M,137,
26664,1967-11-21,1998-01-01,30,F,93,
16843,1964-02-16,1998-01-01,33,M,114,
26668,1967-06-24,1998-01-01,30,F,96,
26741,1967-08-18,1998-01-01,30,F,87,
16846,1963-05-09,1998-01-01,34,M,118,
16847,1963-03-23,1998-01-01,34,M,135,
26820,1967-05-02,1998-01-01,30,F,70,
16849,1963-09-28,1998-01-01,34,M,127,
26821,1967-02-21,1998-01-01,30,F,69,
16851,1963-04-01,1998-01-01,34,M,103,
26822,1967-02-09,1998-01-01,30,F,44,
16854,1963-08-27,1998-01-01,34,M,91,
26823,1967-05-02,1998-01-01,30,F,54,
26827,1967-01-18,1998-01-01,30,F,46,
26828,1967-08-10,1998-01-01,30,F,50,
16859,1962-08-21,1998-01-01,35,M,107,
26829,1967-09-23,1998-01-01,30,F,47,
16861,1962-06-10,1998-01-01,35,M,112,
16862,1962-12-20,1998-01-01,35,M,123,
27108,1967-11-17,1998-01-01,30,F,62,
27284,1967-03-04,1998-01-01,30,F,49,
27289,1967-04-04,1998-01-01,30,F,61,
27450,1967-07-15,1998-01-01,30,F,57,
27552,1967-02-11,1998-01-01,30,F,52,
16868,1961-02-04,1998-01-01,36,M,141,
27553,1967-12-01,1998-01-01,30,F,49,
27690,1967-06-19,1998-01-01,30,F,78,
27763,1967-09-11,1998-01-01,30,F,66,
16872,1954-02-27,1998-01-01,43,M,79,
16873,1935-03-14,1998-01-01,62,M,57,
16874,1935-09-01,1998-01-01,62,F,46,
16875,1935-02-27,1998-01-01,62,F,43,
16876,1936-06-05,1998-01-01,61,M,65,
16877,1936-09-02,1998-01-01,61,F,44,
16878,1936-11-19,1998-01-01,61,M,63,
16879,1936-02-28,1998-01-01,61,F,45,
16880,1936-11-22,1998-01-01,61,M,74,
16881,1936-02-11,1998-01-01,61,M,77,
16882,1960-06-15,1998-01-01,37,M,113,
16883,1960-12-28,1998-01-01,37,M,145,
16885,1954-06-06,1998-01-01,43,M,77,
16886,1954-10-19,1998-01-01,43,M,80,
16887,1954-08-11,1998-01-01,43,M,77,
27767,1967-10-10,1998-01-01,30,F,46,
16889,1954-09-06,1998-01-01,43,M,66,
16890,1954-03-03,1998-01-01,43,M,82,
27768,1967-03-20,1998-01-01,30,F,47,
16893,1953-07-03,1998-01-01,44,M,73,
27769,1967-05-04,1998-01-01,30,F,47,
27770,1967-05-04,1998-01-01,30,F,53,
27775,1967-12-14,1998-01-01,30,F,50,
28073,1967-04-13,1998-01-01,30,F,51,
16898,1952-05-10,1998-01-01,45,M,68,
16899,1937-10-01,1998-01-01,60,F,76,
16900,1937-11-21,1998-01-01,60,M,131,
16901,1937-10-24,1998-01-01,60,M,116,
16902,1938-10-07,1998-01-01,59,M,72,
16903,1938-08-02,1998-01-01,59,M,121,
16904,1938-07-11,1998-01-01,59,F,82,
16905,1938-04-10,1998-01-01,59,F,80,
16906,1938-08-12,1998-01-01,59,F,66,
16907,1939-03-21,1998-01-01,58,F,41,
16908,1939-06-02,1998-01-01,58,F,51,
16909,1939-11-10,1998-01-01,58,F,49,
16910,1939-06-14,1998-01-01,58,M,138,
16911,1940-04-19,1998-01-01,57,M,80,
16912,1940-03-07,1998-01-01,57,M,79,
16913,1940-11-12,1998-01-01,57,M,112,
28077,1967-04-09,1998-01-01,30,F,55,
16915,1968-09-06,1998-01-01,29,M,85,
28176,1967-07-04,1998-01-01,30,F,44,
16917,1968-02-03,1998-01-01,29,M,103,
16918,1979-08-11,1998-01-01,18,F,41,
16919,1944-10-18,1998-01-01,53,F,46,
16920,1979-01-17,1998-01-01,18,M,69,
16921,1978-11-14,1998-01-01,19,M,71,
16922,1978-02-02,1998-01-01,19,F,47,
16923,1978-11-09,1998-01-01,19,M,66,
16924,1978-11-05,1998-01-01,19,F,53,
16926,1945-02-26,1998-01-01,52,M,74,
16927,1945-04-21,1998-01-01,52,F,43,
16928,1946-10-21,1998-01-01,51,M,68,
16929,1946-06-12,1998-01-01,51,F,38,
16931,1947-09-14,1998-01-01,50,M,71,
16932,1962-07-10,1998-01-01,35,M,70,
16933,1962-07-22,1998-01-01,35,M,57,
28178,1967-04-27,1998-01-01,30,F,46,
16935,1962-03-01,1998-01-01,35,M,65,
16936,1936-08-03,1998-01-01,61,F,42,
16937,1962-08-28,1998-01-01,35,M,76,
28215,1967-11-11,1998-01-01,30,F,73,
28216,1967-01-24,1998-01-01,30,F,90,
28218,1967-07-04,1998-01-01,30,F,102,
28309,1967-04-07,1998-01-01,30,F,77,
16943,1938-08-28,1998-01-01,59,F,39,
16944,1938-05-07,1998-01-01,59,M,48,
16945,1938-05-14,1998-01-01,59,F,43,
16946,1938-07-26,1998-01-01,59,F,47,
28369,1967-11-09,1998-01-01,30,F,49,
28371,1967-05-14,1998-01-01,30,F,54,
16949,1970-04-16,1998-01-01,27,M,86,
16950,1970-11-15,1998-01-01,27,M,85,
28855,1967-07-25,1998-01-01,30,F,51,
16952,1970-10-22,1998-01-01,27,M,86,
29045,1967-11-10,1998-01-01,30,F,56,
16954,1970-05-27,1998-01-01,27,M,75,
16955,1969-08-18,1998-01-01,28,M,102,
16956,1969-01-09,1998-01-01,28,M,102,
16957,1969-11-20,1998-01-01,28,M,82,
16958,1971-11-02,1998-01-01,26,M,83,
16959,1971-02-08,1998-01-01,26,M,83,
29155,1967-10-08,1998-01-01,30,F,50,
29156,1967-10-22,1998-01-01,30,F,54,
16962,1969-08-25,1998-01-01,28,M,79,
29192,1967-10-27,1998-01-01,30,F,93,
16964,1969-05-20,1998-01-01,28,M,85,
29292,1967-01-07,1998-01-01,30,F,69,
29363,1967-12-25,1998-01-01,30,F,48,
16967,1970-02-15,1998-01-01,27,M,81,
16968,1970-02-15,1998-01-01,27,M,81,
11081,1966-07-24,1998-01-01,31,F,76,
11082,1966-08-04,1998-01-01,31,F,62,
16972,1967-04-10,1998-01-01,30,M,91,
11083,1966-03-15,1998-01-01,31,F,68,
11505,1966-07-07,1998-01-01,31,F,41,
16975,1966-06-10,1998-01-01,31,M,136,
11507,1966-11-20,1998-01-01,31,F,53,
16977,1966-10-06,1998-01-01,31,M,84,
16978,1966-04-04,1998-01-01,31,M,86,
11508,1966-07-07,1998-01-01,31,F,49,
11561,1966-07-24,1998-01-01,31,F,71,
16981,1969-07-16,1998-01-01,28,M,86,
11568,1966-10-23,1998-01-01,31,F,51,
16983,1969-03-05,1998-01-01,28,M,91,
16984,1965-01-04,1998-01-01,32,M,76,
16985,1965-10-04,1998-01-01,32,M,118,
16987,1965-04-09,1998-01-01,32,M,122,
16988,1965-04-19,1998-01-01,32,M,119,
11581,1966-09-04,1998-01-01,31,F,51,
16990,1965-07-21,1998-01-01,32,M,84,
16992,1964-09-16,1998-01-01,33,M,121,
11671,1966-05-18,1998-01-01,31,F,77,
11673,1966-02-07,1998-01-01,31,F,69,
11766,1966-07-04,1998-01-01,31,F,55,
11767,1966-05-24,1998-01-01,31,F,52,
11820,1966-08-26,1998-01-01,31,F,54,
11822,1966-06-13,1998-01-01,31,F,53,
11823,1966-10-24,1998-01-01,31,F,50,
11824,1966-10-07,1998-01-01,31,F,57,
17002,1963-12-15,1998-01-01,34,M,99,
11825,1966-05-18,1998-01-01,31,F,54,
11909,1966-02-10,1998-01-01,31,F,101,
11910,1966-06-12,1998-01-01,31,F,100,
17006,1963-02-07,1998-01-01,34,M,110,
17007,1968-06-21,1998-01-01,29,M,78,
17008,1968-04-28,1998-01-01,29,M,77,
17009,1968-10-26,1998-01-01,29,M,79,
11911,1966-11-16,1998-01-01,31,F,97,
11994,1966-10-22,1998-01-01,31,F,63,
12415,1966-11-02,1998-01-01,31,F,54,
12416,1966-08-14,1998-01-01,31,F,45,
17014,1962-10-27,1998-01-01,35,M,82,
12417,1966-11-25,1998-01-01,31,F,53,
12474,1966-12-22,1998-01-01,31,F,64,
17017,1962-05-04,1998-01-01,35,M,86,
12490,1966-07-28,1998-01-01,31,F,51,
12492,1966-09-04,1998-01-01,31,F,46,
12761,1966-03-04,1998-01-01,31,F,56,
12816,1966-06-24,1998-01-01,31,F,70,
17023,1960-07-16,1998-01-01,37,M,78,
12839,1966-06-18,1998-01-01,31,F,51,
17025,1967-05-02,1998-01-01,30,M,68,
17026,1967-07-13,1998-01-01,30,M,65,
12922,1966-03-16,1998-01-01,31,F,72,
12925,1966-08-13,1998-01-01,31,F,52,
12926,1966-07-18,1998-01-01,31,F,57,
13005,1966-08-15,1998-01-01,31,F,106,
13006,1966-04-21,1998-01-01,31,F,54,
17033,1959-08-22,1998-01-01,38,M,134,
13114,1966-05-01,1998-01-01,31,F,48,
17035,1959-10-22,1998-01-01,38,M,124,
13117,1966-01-11,1998-01-01,31,F,55,
17037,1959-11-11,1998-01-01,38,M,91,
17038,1959-02-07,1998-01-01,38,M,83,
13708,1966-04-03,1998-01-01,31,F,53,
17040,1958-08-27,1998-01-01,39,M,82,
17041,1958-05-14,1998-01-01,39,M,82,
17042,1958-10-24,1998-01-01,39,M,82,
13710,1966-07-14,1998-01-01,31,F,47,
13712,1966-07-02,1998-01-01,31,F,49,
17045,1969-07-09,1998-01-01,28,M,80,
17046,1969-09-06,1998-01-01,28,M,89,
13780,1966-07-20,1998-01-01,31,F,49,
13788,1966-05-15,1998-01-01,31,F,61,
13890,1966-09-16,1998-01-01,31,F,50,
13961,1966-05-08,1998-01-01,31,F,105,
13962,1966-05-09,1998-01-01,31,F,102,
13963,1966-11-28,1998-01-01,31,F,111,
17054,1967-08-26,1998-01-01,30,M,150,
17055,1969-11-09,1998-01-01,28,M,87,
17056,1969-09-16,1998-01-01,28,M,82,
13964,1966-02-18,1998-01-01,31,F,55,
14288,1966-03-09,1998-01-01,31,F,66,
